token,symbol,name
317,BAJFINANCE-EQ,BAJFINANCE
11325,MUKANDLTD-EQ,MUKANDLTD
4598,HERITGFOOD-EQ,HERITGFOOD
10865,GVPTECH-EQ,GVPTECH
7016,SHIVALIK-EQ,SHIVALIK
22846,GPTHEALTH-EQ,GPTHEALTH
15555,HCG-EQ,HCG
714,SHALBY-EQ,SHALBY
1235,GREAVESCOT-EQ,GREAVESCOT
17105,SUMICHEM-EQ,SUMICHEM
8632,LOWVOL1-EQ,LOWVOL1
13101,VIMTALABS-EQ,VIMTALABS
15419,DPSCLTD-EQ,DPSCLTD
4751,INDRAMEDCO-EQ,INDRAMEDCO
13951,PARACABLES-EQ,PARACABLES
1979,LAXMIMACH-EQ,LAXMIMACH
1011,SCHAEFFLER-EQ,SCHAEFFLER
3892,HATSUN-EQ,HATSUN
6164,BHAGCHEM-EQ,BHAGCHEM
31181,MCX-EQ,MCX
11731,CONSOFINVT-EQ,CONSOFINVT
10588,SHREEPUSHK-EQ,SHREEPUSHK
638,SUULD-EQ,SUULD
2385,NAVNETEDUL-EQ,NAVNETEDUL
9678,SOUTHWEST-EQ,SOUTHWEST
13880,BANCOINDIA-EQ,BANCOINDIA
21428,TATSILV-EQ,TATSILV
1214,DELTAMAGNT-EQ,DELTAMAGNT
22243,EBBETF0425-EQ,EBBETF0425
4522,SIGIND-EQ,SIGIND
1168,GMBREW-EQ,GMBREW
13057,UNIPARTS-EQ,UNIPARTS
14518,ABSLLIQUID-EQ,ABSLLIQUID
2643,PFIZER-EQ,PFIZER
17933,BEARDSELL-EQ,BEARDSELL
5701,CUB-EQ,CUB
2043,RAMCOCEM-EQ,RAMCOCEM
11880,JSWHL-EQ,JSWHL
2783,JUBLINGREA-EQ,JUBLINGREA
29135,INDUSTOWER-EQ,INDUSTOWER
368,BASF-EQ,BASF
6792,SBC-EQ,SBC
3721,TATACOMM-EQ,TATACOMM
15083,ADANIPORTS-EQ,ADANIPORTS
144,GODREJAGRO-EQ,GODREJAGRO
426,BHARATGEAR-EQ,BHARATGEAR
4176,ZENITHEXPO-EQ,ZENITHEXPO
625,CENTURYTEX-EQ,CENTURYTEX
3772,WILLAMAGOR-EQ,WILLAMAGOR
11522,NIITLTD-EQ,NIITLTD
18921,VBL-EQ,VBL
3348,SUNFLAG-EQ,SUNFLAG
3507,MAFANG-EQ,MAFANG
14707,TIMETECHNO-EQ,TIMETECHNO
2912,RIIL-EQ,RIIL
19578,UGARSUGAR-EQ,UGARSUGAR
16777,SILVRETF-EQ,SILVRETF
14777,121NSETEST-EQ,121NSETEST
11957,IDFC-EQ,IDFC
2048,INDIGOPNTS-EQ,INDIGOPNTS
11403,POONAWALLA-EQ,POONAWALLA
11618,ASTRAMICRO-EQ,ASTRAMICRO
24948,L&TFH-EQ,L&TFH
21091,STARCEMENT-EQ,STARCEMENT
19761,ADFFOODS-EQ,ADFFOODS
4433,HITECHGEAR-EQ,HITECHGEAR
29423,MOHITIND-EQ,MOHITIND
20621,PENIND-EQ,PENIND
17702,MIDSELIETF-EQ,MIDSELIETF
7406,GLENMARK-EQ,GLENMARK
14982,CENTUM-EQ,CENTUM
11905,GENUSPOWER-EQ,GENUSPOWER
19543,HDFCGOLD-EQ,HDFCGOLD
13751,NAUKRI-EQ,NAUKRI
335,BALKRISIND-EQ,BALKRISIND
2489,ISEC-EQ,ISEC
2028,LYKALABS-EQ,LYKALABS
8529,GMRP&UI-EQ,GMRP&UI
896,KHAICHEM-EQ,KHAICHEM
19525,IITL-EQ,IITL
18431,BIGBLOC-EQ,BIGBLOC
2388,NELCO-EQ,NELCO
14599,GSLSU-EQ,GSLSU
24409,DHANUKA-EQ,DHANUKA
1110,DANGEE-EQ,DANGEE
2018,LUMAXIND-EQ,LUMAXIND
11804,SUKHJITS-EQ,SUKHJITS
23480,SINCLAIR-EQ,SINCLAIR
14977,POWERGRID-EQ,POWERGRID
13587,ACE-EQ,ACE
9741,PARADEEP-EQ,PARADEEP
2816,RALLIS-EQ,RALLIS
2513,BCLIND-EQ,BCLIND
17357,GKWLIMITED-EQ,GKWLIMITED
3363,SUPREMEIND-EQ,SUPREMEIND
2475,ONGC-EQ,ONGC
3417,HONAUT-EQ,HONAUT
1808,KAJARIACER-EQ,KAJARIACER
17181,NEXT50-EQ,NEXT50
13637,JMFINANCIL-EQ,JMFINANCIL
11919,MSPL-EQ,MSPL
8727,SHAILY-EQ,SHAILY
13620,ANANTRAJ-EQ,ANANTRAJ
24403,ASHIANA-EQ,ASHIANA
11699,PATELENG-EQ,PATELENG
18614,SAMHI-EQ,SAMHI
2031,M&M-EQ,M&M
1593,MGEL-EQ,MGEL
21334,JYOTICNC-EQ,JYOTICNC
8110,AWL-EQ,AWL
17010,GENSOL-EQ,GENSOL
2176,AKG-EQ,AKG
18110,VASCONEQ-EQ,VASCONEQ
6462,TECH-EQ,TECH
9685,TRIDENT-EQ,TRIDENT
347,BANARBEADS-EQ,BANARBEADS
235,AAKASH-EQ,AAKASH
17728,ASTEC-EQ,ASTEC
13491,JKLAKSHMI-EQ,JKLAKSHMI
13404,SUNTV-EQ,SUNTV
4201,SOMATEX-EQ,SOMATEX
11373,BIOCON-EQ,BIOCON
25088,ASAHISONG-EQ,ASAHISONG
1949,KSB-EQ,KSB
2606,LEMONTREE-EQ,LEMONTREE
3607,UNIVCABLES-EQ,UNIVCABLES
20261,IREDA-EQ,IREDA
19061,MANAPPURAM-EQ,MANAPPURAM
15039,CERA-EQ,CERA
1485,IFBIND-EQ,IFBIND
12603,PRECAM-EQ,PRECAM
14597,ALPHAGEO-EQ,ALPHAGEO
21119,KICL-EQ,KICL
31107,DBSTOCKBRO-EQ,DBSTOCKBRO
27037,TBZ-EQ,TBZ
21254,LOWVOLIETF-EQ,LOWVOLIETF
1186,GLAND-EQ,GLAND
29284,VMART-EQ,VMART
7560,UNITEDPOLY-EQ,UNITEDPOLY
8962,HARDWYN-EQ,HARDWYN
11394,ZOTA-EQ,ZOTA
3252,SPIC-EQ,SPIC
9819,HAVELLS-EQ,HAVELLS
18944,KINGFA-EQ,KINGFA
6218,SIKKO-EQ,SIKKO
6705,PAYTM-EQ,PAYTM
14732,DLF-EQ,DLF
5186,STYLAMIND-EQ,STYLAMIND
15017,MAANALU-EQ,MAANALU
20877,PSPPROJECT-EQ,PSPPROJECT
17957,MMTC-EQ,MMTC
16822,IKIO-EQ,IKIO
17625,MOLDTECH-EQ,MOLDTECH
312,TIINDIA-EQ,TIINDIA
8506,MID150BEES-EQ,MID150BEES
1507,MOGSEC-EQ,MOGSEC
5732,AXISCETF-EQ,AXISCETF
18977,UNIVASTU-EQ,UNIVASTU
14751,021NSETEST-EQ,021NSETEST
18208,ORIENTLTD-EQ,ORIENTLTD
2972,ORIENTELEC-EQ,ORIENTELEC
11260,HDFCVALUE-EQ,HDFCVALUE
14672,NAVINFLUOR-EQ,NAVINFLUOR
20607,INOXINDIA-EQ,INOXINDIA
1756,JINDALPOLY-EQ,JINDALPOLY
13197,GSPL-EQ,GSPL
20303,GANDHAR-EQ,GANDHAR
15295,VIRINCHI-EQ,VIRINCHI
5378,ASAHIINDIA-EQ,ASAHIINDIA
79,ALEMBICLTD-EQ,ALEMBICLTD
14537,DISHTV-EQ,DISHTV
11369,TTKHLTCARE-EQ,TTKHLTCARE
18727,MASKINVEST-EQ,MASKINVEST
910,EICHERMOT-EQ,EICHERMOT
13511,MUNJALAU-EQ,MUNJALAU
11386,PVTBANIETF-EQ,PVTBANIETF
14848,ALPA-EQ,ALPA
22675,CAPITALSFB-EQ,CAPITALSFB
10321,PKTEA-EQ,PKTEA
11809,IIFL-EQ,IIFL
11909,SWELECTES-EQ,SWELECTES
471,OSWALGREEN-EQ,OSWALGREEN
20182,ASHOKA-EQ,ASHOKA
10726,INDIAMART-EQ,INDIAMART
25392,PANAMAPET-EQ,PANAMAPET
12842,G1NSETEST-EQ,G1NSETEST
8657,DIL-EQ,DIL
25690,DSSL-EQ,DSSL
9428,SKIPPER-EQ,SKIPPER
17534,MGL-EQ,MGL
6006,COASTCORP-EQ,COASTCORP
7425,HECPROJECT-EQ,HECPROJECT
14299,PFC-EQ,PFC
16725,RPGLIFE-EQ,RPGLIFE
1922,KOTAKBANK-EQ,KOTAKBANK
9683,KPITTECH-EQ,KPITTECH
14612,SIMBHALS-EQ,SIMBHALS
11212,SHK-EQ,SHK
23650,MUTHOOTFIN-EQ,MUTHOOTFIN
13175,NITINSPIN-EQ,NITINSPIN
4963,ICICIBANK-EQ,ICICIBANK
1270,AMBUJACEM-EQ,AMBUJACEM
21726,MATRIMONY-EQ,MATRIMONY
2939,RUBYMILLS-EQ,RUBYMILLS
13376,UTTAMSUGAR-EQ,UTTAMSUGAR
14361,APOLLOPIPE-EQ,APOLLOPIPE
495,BLUEDART-EQ,BLUEDART
11895,DCXINDIA-EQ,DCXINDIA
11813,SHOPERSTOP-EQ,SHOPERSTOP
359,ROML-EQ,ROML
22524,NIF10GETF-EQ,NIF10GETF
15034,BAJAJELEC-EQ,BAJAJELEC
10990,RADICO-EQ,RADICO
14908,KDDL-EQ,KDDL
13814,KAMOPAINTS-EQ,KAMOPAINTS
9590,POLYCAB-EQ,POLYCAB
8341,CALSOFT-EQ,CALSOFT
1247,GSFC-EQ,GSFC
15124,KOLTEPATIL-EQ,KOLTEPATIL
8825,PRIVISCL-EQ,PRIVISCL
3126,SHREYANIND-EQ,SHREYANIND
18423,RATNAVEER-EQ,RATNAVEER
17613,SENSEXADD-EQ,SENSEXADD
13925,NFL-EQ,NFL
30089,ORIENTCEM-EQ,ORIENTCEM
11411,RKFORGE-EQ,RKFORGE
15129,RGL-EQ,RGL
14480,GOKULAGRO-EQ,GOKULAGRO
3570,UCAL-EQ,UCAL
12124,DOLATALGO-EQ,DOLATALGO
15330,QGOLDHALF-EQ,QGOLDHALF
17486,EXPLEOSOL-EQ,EXPLEOSOL
2909,RICOAUTO-EQ,RICOAUTO
1997,LICHSGFIN-EQ,LICHSGFIN
522,ICICIB22-EQ,ICICIB22
14922,PURVA-EQ,PURVA
9867,NEXTMEDIA-EQ,NEXTMEDIA
383,BEL-EQ,BEL
3963,GOCLCORP-EQ,GOCLCORP
1512,INDHOTEL-EQ,INDHOTEL
16913,ARTEMISMED-EQ,ARTEMISMED
15337,RAIN-EQ,RAIN
628,CESC-EQ,CESC
2421,NILKAMAL-EQ,NILKAMAL
9378,TRU-EQ,TRU
547,BRITANNIA-EQ,BRITANNIA
2963,SAIL-EQ,SAIL
10768,OAL-EQ,OAL
2107,STOVEKRAFT-EQ,STOVEKRAFT
15194,BURNPUR-EQ,BURNPUR
3275,TEMBO-EQ,TEMBO
1628,BECTORFOOD-EQ,BECTORFOOD
25328,APLLTD-EQ,APLLTD
27297,RTNINDIA-EQ,RTNINDIA
2955,KALYANKJIL-EQ,KALYANKJIL
14937,CIEINDIA-EQ,CIEINDIA
25178,TDPOWERSYS-EQ,TDPOWERSYS
7603,CMSINFO-EQ,CMSINFO
13162,CELEBRITY-EQ,CELEBRITY
13381,KKCL-EQ,KKCL
4391,GULFOILLUB-EQ,GULFOILLUB
18668,NAVINIFTY-EQ,NAVINIFTY
9539,SAKAR-EQ,SAKAR
18760,YATRA-EQ,YATRA
11301,LUXIND-EQ,LUXIND
8546,CHALET-EQ,CHALET
15209,PPAP-EQ,PPAP
4745,BANKINDIA-EQ,BANKINDIA
21339,STEELXIND-EQ,STEELXIND
11983,SASKEN-EQ,SASKEN
16933,INDBANK-EQ,INDBANK
18347,NIFMID150-EQ,NIFMID150
9889,SMARTLINK-EQ,SMARTLINK
16927,JOCIL-EQ,JOCIL
2868,HITECH-EQ,HITECH
5585,VIJAYA-EQ,VIJAYA
24265,ESTER-EQ,ESTER
634,IGARASHI-EQ,IGARASHI
14667,KMSUGAR-EQ,KMSUGAR
13688,ACLGATI-EQ,ACLGATI
1327,HCL-INSYS-EQ,HCL-INSYS
5622,ITDCEM-EQ,ITDCEM
19795,CELLO-EQ,CELLO
8311,BLUESTARCO-EQ,BLUESTARCO
17271,SENCO-EQ,SENCO
14304,FSL-EQ,FSL
916,EIDPARRY-EQ,EIDPARRY
10794,CANBK-EQ,CANBK
13211,JAGRAN-EQ,JAGRAN
11999,FCSSOFT-EQ,FCSSOFT
6943,TARSONS-EQ,TARSONS
9219,TPLPLASTEH-EQ,TPLPLASTEH
18268,AEROFLEX-EQ,AEROFLEX
10723,INFRAIETF-EQ,INFRAIETF
19686,BLUEJET-EQ,BLUEJET
4838,LIQUIDIETF-EQ,LIQUIDIETF
2350,NURECA-EQ,NURECA
18029,MBLINFRA-EQ,MBLINFRA
13457,KAMDHENU-EQ,KAMDHENU
21275,SUMMITSEC-EQ,SUMMITSEC
15409,NESCO-EQ,NESCO
1143,SDL24BEES-EQ,SDL24BEES
2716,BUTTERFLY-EQ,BUTTERFLY
15044,DELTACORP-EQ,DELTACORP
8652,VETO-EQ,VETO
15313,IRB-EQ,IRB
9014,ANUP-EQ,ANUP
6733,JINDALSTEL-EQ,JINDALSTEL
23127,SCILAL-EQ,SCILAL
3980,TNPL-EQ,TNPL
6062,LICNETFGSC-EQ,LICNETFGSC
4105,SILINV-EQ,SILINV
2307,MUNJALSHOW-EQ,MUNJALSHOW
11351,PETRONET-EQ,PETRONET
18365,PERSISTENT-EQ,PERSISTENT
14490,NCLIND-EQ,NCLIND
5114,SGIL-EQ,SGIL
3827,ZUARIIND-EQ,ZUARIIND
14086,IGPL-EQ,IGPL
2709,MTARTECH-EQ,MTARTECH
3837,TOKYOPLAST-EQ,TOKYOPLAST
15061,PSUBANK-EQ,PSUBANK
31163,RHIM-EQ,RHIM
3506,TITAN-EQ,TITAN
14778,131NSETEST-EQ,131NSETEST
19531,BAJAJCON-EQ,BAJAJCON
14139,SBGLP-EQ,SBGLP
1181,GODFRYPHLP-EQ,GODFRYPHLP
13305,CENTURYPLY-EQ,CENTURYPLY
13585,ATLANTAA-EQ,ATLANTAA
13982,JASH-EQ,JASH
16986,COUNCODOS-EQ,COUNCODOS
11860,JKPAPER-EQ,JKPAPER
14428,GOLDBEES-EQ,GOLDBEES
6908,VISHNU-EQ,VISHNU
6068,AIROLAM-EQ,AIROLAM
18566,RRKABEL-EQ,RRKABEL
3694,VINDHYATEL-EQ,VINDHYATEL
16658,SIGMA-EQ,SIGMA
7211,JETFREIGHT-EQ,JETFREIGHT
184,TCPLPACK-EQ,TCPLPACK
5279,ROLEXRINGS-EQ,ROLEXRINGS
1811,KAKATCEM-EQ,KAKATCEM
8797,OBCL-EQ,OBCL
2316,HEIDELBERG-EQ,HEIDELBERG
13251,SAKUMA-EQ,SAKUMA
6232,3IINFOLTD-EQ,3IINFOLTD
19783,MUFIN-EQ,MUFIN
17207,ITETFADD-EQ,ITETFADD
11223,UCOBANK-EQ,UCOBANK
8413,MIDCAPETF-EQ,MIDCAPETF
8806,SONAMLTD-EQ,SONAMLTD
6964,GOCOLORS-EQ,GOCOLORS
15414,TITAGARH-EQ,TITAGARH
4870,INDSWFTLAB-EQ,INDSWFTLAB
1023,FEDERALBNK-EQ,FEDERALBNK
15146,JYOTHYLAB-EQ,JYOTHYLAB
5382,EPIGRAL-EQ,EPIGRAL
14784,161NSETEST-EQ,161NSETEST
5407,CARTRADE-EQ,CARTRADE
2829,ANURAS-EQ,ANURAS
16639,KIRIINDUS-EQ,KIRIINDUS
31507,JPOLYINVST-EQ,JPOLYINVST
17152,MIDCAPIETF-EQ,MIDCAPIETF
15360,NAHARCAP-EQ,NAHARCAP
2029,IRFC-EQ,IRFC
14286,GOLDETF-EQ,GOLDETF
14255,REDINGTON-EQ,REDINGTON
13081,TRIVENI-EQ,TRIVENI
1134,APOLLO-EQ,APOLLO
6600,GENUSPAPER-EQ,GENUSPAPER
1672,HGINFRA-EQ,HGINFRA
3172,GILT5YBEES-EQ,GILT5YBEES
694,CIPLA-EQ,CIPLA
4491,JCHAC-EQ,JCHAC
20372,FLAIR-EQ,FLAIR
21314,DYNPRO-EQ,DYNPRO
2328,CPSEETF-EQ,CPSEETF
2004,AHLADA-EQ,AHLADA
6782,NIPPOBATRY-EQ,NIPPOBATRY
827,DEEPAKFERT-EQ,DEEPAKFERT
19631,PRICOLLTD-EQ,PRICOLLTD
4179,SUNDRMBRAK-EQ,SUNDRMBRAK
9599,DELHIVERY-EQ,DELHIVERY
10415,MUTHOOTCAP-EQ,MUTHOOTCAP
9902,AXITA-EQ,AXITA
25634,ESSARSHPNG-EQ,ESSARSHPNG
19800,WELINV-EQ,WELINV
270,CHEMCON-EQ,CHEMCON
13091,EKC-EQ,EKC
10690,NIFTYQLITY-EQ,NIFTYQLITY
419,BEPL-EQ,BEPL
1826,KAMATHOTEL-EQ,KAMATHOTEL
21840,DIAMONDYD-EQ,DIAMONDYD
14972,KSCL-EQ,KSCL
17795,TREL-EQ,TREL
1424,HINDZINC-EQ,HINDZINC
18571,GNA-EQ,GNA
7838,NETF-EQ,NETF
4422,INDIANCARD-EQ,INDIANCARD
14440,NAHARSPING-EQ,NAHARSPING
7411,NILASPACES-EQ,NILASPACES
6489,IRIS-EQ,IRIS
22649,PARKHOTELS-EQ,PARKHOTELS
13966,HBLPOWER-EQ,HBLPOWER
8840,USHAMART-EQ,USHAMART
981,EPL-EQ,EPL
13875,JINDRILL-EQ,JINDRILL
17424,GLOBUSSPR-EQ,GLOBUSSPR
29577,NIF100BEES-EQ,NIF100BEES
10666,PNB-EQ,PNB
11915,YESBANK-EQ,YESBANK
17358,UTKARSHBNK-EQ,UTKARSHBNK
1901,CUMMINSIND-EQ,CUMMINSIND
9422,SILVERTUC-EQ,SILVERTUC
2627,IT-EQ,IT
5578,AMIORG-EQ,AMIORG
14223,TIIL-EQ,TIIL
13776,GESHIP-EQ,GESHIP
18086,DBL-EQ,DBL
17094,CROMPTON-EQ,CROMPTON
7287,JTLIND-EQ,JTLIND
4934,IPL-EQ,IPL
7422,MONQ50-EQ,MONQ50
31837,SREEL-EQ,SREEL
8890,VERANDA-EQ,VERANDA
28859,PROZONER-EQ,PROZONER
2794,RSWM-EQ,RSWM
19277,EMAMIREAL-EQ,EMAMIREAL
1482,IFBAGRO-EQ,IFBAGRO
12000,FAZE3Q-EQ,FAZE3Q
16915,ZFCVINDIA-EQ,ZFCVINDIA
2859,RAYMOND-EQ,RAYMOND
20296,SHAH-EQ,SHAH
14485,THEMISMED-EQ,THEMISMED
9116,INDOAMIN-EQ,INDOAMIN
13745,GTLINFRA-EQ,GTLINFRA
9046,AGROPHOS-EQ,AGROPHOS
29008,TVSHLTD-EQ,TVSHLTD
11547,HDFCLOWVOL-EQ,HDFCLOWVOL
9750,ETHOSLTD-EQ,ETHOSLTD
13147,PVRINOX-EQ,PVRINOX
104,SHAREINDIA-EQ,SHAREINDIA
5394,MOL-EQ,MOL
5401,NGIL-EQ,NGIL
29553,NIFTYIETF-EQ,NIFTYIETF
17388,ADANIPOWER-EQ,ADANIPOWER
3138,HONDAPOWER-EQ,HONDAPOWER
595,CARBORUNIV-EQ,CARBORUNIV
11255,HDFCQUAL-EQ,HDFCQUAL
3813,ARIHANTCAP-EQ,ARIHANTCAP
4911,MADRASFERT-EQ,MADRASFERT
5108,KPIGREEN-EQ,KPIGREEN
25897,MINDACORP-EQ,MINDACORP
4481,AARTIDRUGS-EQ,AARTIDRUGS
21770,ICICIGI-EQ,ICICIGI
25684,JISLDVREQS-EQ,JISLDVREQS
3672,SOLARA-EQ,SOLARA
1675,ITI-EQ,ITI
6141,PANSARI-EQ,PANSARI
21478,UTINEXT50-EQ,UTINEXT50
13826,SOBHA-EQ,SOBHA
2181,BOSCHLTD-EQ,BOSCHLTD
3316,MODISONLTD-EQ,MODISONLTD
14702,NAGREEKEXP-EQ,NAGREEKEXP
12034,BASML-EQ,BASML
20854,HAPPYFORGE-EQ,HAPPYFORGE
11782,EVEREADY-EQ,EVEREADY
5068,SHEMAROO-EQ,SHEMAROO
25358,PGEL-EQ,PGEL
19126,KIOCL-EQ,KIOCL
24217,IVZINNIFTY-EQ,IVZINNIFTY
14150,BTML-EQ,BTML
2988,SANDESH-EQ,SANDESH
3387,SMLISUZU-EQ,SMLISUZU
12015,SATINDLTD-EQ,SATINDLTD
7361,SETFNIFBK-EQ,SETFNIFBK
18142,EMMBI-EQ,EMMBI
17140,IDEAFORGE-EQ,IDEAFORGE
926,ORCHPHARMA-EQ,ORCHPHARMA
8153,MEGASTAR-EQ,MEGASTAR
16682,PTCIL-EQ,PTCIL
10276,KAYA-EQ,KAYA
6596,SONATSOFTW-EQ,SONATSOFTW
14154,UNOMINDA-EQ,UNOMINDA
12578,FINIETF-EQ,FINIETF
29962,JUSTDIAL-EQ,JUSTDIAL
11975,RML-EQ,RML
4892,SAREGAMA-EQ,SAREGAMA
23446,171NSETEST-EQ,171NSETEST
6278,MEDICAMEQ-EQ,MEDICAMEQ
157,APOLLOHOSP-EQ,APOLLOHOSP
18755,KALAMANDIR-EQ,KALAMANDIR
15384,DHANI-EQ,DHANI
2799,CHEMFAB-EQ,CHEMFAB
6718,SAPPHIRE-EQ,SAPPHIRE
7083,STARHEALTH-EQ,STARHEALTH
3918,NATCOPHARM-EQ,NATCOPHARM
2664,PIDILITIND-EQ,PIDILITIND
19211,HMVL-EQ,HMVL
526,BPCL-EQ,BPCL
5373,DEVYANI-EQ,DEVYANI
3509,TNPETRO-EQ,TNPETRO
14198,TIMKEN-EQ,TIMKEN
13367,SGL-EQ,SGL
5948,SOUTHBANK-EQ,SOUTHBANK
2885,RELIANCE-EQ,RELIANCE
17808,QUAL30IETF-EQ,QUAL30IETF
1185,AMBER-EQ,AMBER
1375,HCC-EQ,HCC
10577,KRBL-EQ,KRBL
16395,MMP-EQ,MMP
5220,BFSI-EQ,BFSI
11027,INFOBEAN-EQ,INFOBEAN
17576,PVTBANKADD-EQ,PVTBANKADD
14435,JKTYRE-EQ,JKTYRE
10217,ADANIENSOL-EQ,ADANIENSOL
34,ADORWELD-EQ,ADORWELD
19233,AARTISURF-EQ,AARTISURF
857,DHAMPURSUG-EQ,DHAMPURSUG
17400,NHPC-EQ,NHPC
13290,BLKASHYAP-EQ,BLKASHYAP
18652,ICICIPRULI-EQ,ICICIPRULI
13598,SELAN-EQ,SELAN
13126,REPRO-EQ,REPRO
13801,SUTLEJTEX-EQ,SUTLEJTEX
15161,HITECHCORP-EQ,HITECHCORP
11864,PRIMESECU-EQ,PRIMESECU
21154,ERIS-EQ,ERIS
13218,SULA-EQ,SULA
2303,HAL-EQ,HAL
477,BIRLACABLE-EQ,BIRLACABLE
18131,YASHO-EQ,YASHO
18457,POWERINDIA-EQ,POWERINDIA
3078,SHANTIGEAR-EQ,SHANTIGEAR
18096,JUBLFOOD-EQ,JUBLFOOD
10871,GRMOVER-EQ,GRMOVER
23489,BHARTIHEXA-EQ,BHARTIHEXA
4986,IRCON-EQ,IRCON
1630,IONEXCHANG-EQ,IONEXCHANG
14769,091NSETEST-EQ,091NSETEST
18250,PYRAMID-EQ,PYRAMID
11723,JSWSTEEL-EQ,JSWSTEEL
18931,SUNDARAM-EQ,SUNDARAM
9552,RVNL-EQ,RVNL
24225,RELAXO-EQ,RELAXO
11530,EMIL-EQ,EMIL
3273,SRF-EQ,SRF
14712,HGS-EQ,HGS
9111,ARVINDFASN-EQ,ARVINDFASN
4525,DYNAMATECH-EQ,DYNAMATECH
10530,SHARDAMOTR-EQ,SHARDAMOTR
5265,GLS-EQ,GLS
10993,INDORAMA-EQ,INDORAMA
11262,IGL-EQ,IGL
17197,PAKKA-EQ,PAKKA
11596,LINCOLN-EQ,LINCOLN
9879,CHEVIOT-EQ,CHEVIOT
6944,GANECOS-EQ,GANECOS
3066,SESHAPAPER-EQ,SESHAPAPER
22832,SMALLCAP-EQ,SMALLCAP
2493,ORIENTHOT-EQ,ORIENTHOT
11439,BANKBEES-EQ,BANKBEES
23447,181NSETEST-EQ,181NSETEST
9581,METROPOLIS-EQ,METROPOLIS
11927,NECLIFE-EQ,NECLIFE
18553,JLHL-EQ,JLHL
13332,SOLARINDS-EQ,SOLARINDS
